BIANA ID	UniProt ID	genesymbol	description	geneid	Equivalent Entries
580784	Q8IYN6	UBALD2	UBA-like domain-containing protein 2	283991	KEGG::283991
580780	Q8TB05	UBALD1	UBA-like domain-containing protein 1	124402	Q71MF6; KEGG::124402
195645	O95476	CTDNEP1	CTD nuclear envelope phosphatase 1	23399	D3DTN7; Q96GQ9; KEGG::23399
322679	Q9NVR5	DNAAF2	Protein kintoun	55172	Q86TY8; C0JAP7; B9WS54; Q86TR1; Q969Z5; KEGG::55172
632992	Q9Y548	YIPF1	Protein YIPF1	54432	D3DQ40; Q9NWJ1; B2RCM7; KEGG::54432
241956	Q15375	EPHA7	Ephrin type-A receptor 7	2045	Q5VTU0; Q59G40; B7ZLK0; B7ZLJ9; Q9H124; B2R8W1; Q8N368; A0AUX7; KEGG::2045
241950	P54756	EPHA5	Ephrin type-A receptor 5	2044	Q7Z3F2; P54756,Q7; KEGG::2044
640897	Q96GE5	ZNF799	Zinc finger protein 799	90576	KEGG::90576
306602	P01583	IL1A	Interleukin-1 alpha	3552	Q7RU02; P01583,Q5; Q53QF9; KEGG::3552
215772	Q9NR90	DAZ3	Deleted in azoospermia protein 3	57054	Q9NR90,Q2; Q2KHN7; KEGG::57054
215778	Q92904	DAZL	Deleted in azoospermia-like	1618	Q92909; O15396; Q5HYB4; KEGG::1618
93444	Q969P6	TOP1MT	DNA topoisomerase I, mitochondrial	116447	B7ZAR5; B4DYD2; Q86ST4; E7ES89; E5KMK7; Q86V82; KEGG::116447
357530	P33527	ABCC1	Multidrug resistance-associated protein 1	4363	A3RJX2; C9JPJ4; Q9UQ99; Q9UQA0; P78419; Q9UQ97; Q59GI9; O43333; O14819; KEGG::4363
410350	A8MQ11	PMS2P5	Postmeiotic segregation increased 2-like protein 5	-	-
357534	Q92887	ABCC2	Canalicular multispecific organic anion transporter 1	1244	Q9UMS2; Q99663; Q5T2B1; Q14022; B2RMT8; Q92798; Q92500; KEGG::1244
2650244	Q5JVF3	-	-	-	A8K097
640896	Q3KQV3	ZNF792	Zinc finger protein 792	126375	Q495L3; Q8N932; B4E333; Q495L1; KEGG::126375
250241	P0C2W1	FBXO45	F-box/SPRY domain-containing protein 1	200933	D3DXB5; A6NF90; KEGG::200933
183324	Q6UXH8	CCBE1	Collagen and calcium-binding EGF domain-containing protein 1	147372	Q8TF19; Q86SS2; Q6MZX5; KEGG::147372
580165	Q6R6M4	USP17L2	Ubiquitin carboxyl-terminal hydrolase 17	377630	KEGG::377630
535027	Q9Y6A9	SPCS1	Signal peptidase complex subunit 1	28972	Q9BVW1; B3KNF8; KEGG::28972
368640	Q86UW6	N4BP2	NEDD4-binding protein 2	55728	Q9NVK2; A0AVR3; Q9P2D4; KEGG::55728
2729032	Q6IBK5	GTF2F1	-	-	-
640893	Q6ZQV5	ZNF788	Zinc finger protein 788	-	Q6ZRE4
368645	Q9H1M0	NUP62CL	Nucleoporin-62 C-terminal-like protein	54830	Q8WVL6; Q9NXP2; D3DUX4; KEGG::54830
2729033	Q6IBM8	U5-116KD	-	-	-
2655901	Q13795	-	-	-	B7ZKX7; B3KTR4
190763	Q6ZQR2	C9orf171	Uncharacterized protein C9orf171	389799	Q147X1; KEGG::389799
142298	O75078	ADAM11	Disintegrin and metalloproteinase domain-containing protein 11	4185	Q14808; Q14809; Q14810; KEGG::4185
49427	Q9BXS5	AP1M1	AP-1 complex subunit mu-1	8907	Q59EK3; B3KNH5; Q9BXS5,Q4; Q4TTY5; KEGG::8907
49423	O43747; Q8IY97	AP1G1	AP-1 complex subunit gamma-1	164	Q9Y3U4; O75842; O75709; Q9UG09; O43747,Q8; KEGG::164
408567	Q9NRZ7	AGPAT3	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma	56894	Q6UWP6; Q3ZCU2; Q9NRZ6; Q6ZUC6; Q8N3Q7; D3DSL2; KEGG::56894
2728902	Q6GVN4	C9orf78	-	-	-
90725	Q9BX46	RBM24	RNA-binding protein 24	221662	Q9BX46,A8; Q6QDA4; E9PAY4; Q8N9D3; Q96NI3; A8KAI7; KEGG::221662
90724	P62834; P10113	RAP1A	Ras-related protein Rap-1A	5906	A8KAH9; P62834,A8; KEGG::5906
99097	Q15746	MYLK	Myosin light chain kinase, smooth muscle; Myosin light chain kinase, smooth muscle, deglutamylated form	4638	Q17S15; Q5MY99; Q9UBY6; O95797; O95796; O95799; O95798; Q15746,Q9; Q7Z4J0; Q9C0L5; Q14844; Q16794; Q5MYA0; Q9UBG5; Q3ZCP9; Q9UIT9; Q6P2N0; KEGG::4638
90721	Q00872	DKFZp451M091; MYBPC1	Myosin-binding protein C, slow-type	4604	B7ZL09; E7ESM5; Q17RR7; Q00872,Q5; Q8N3L2; Q86TA8; B3KPP3; B7ZL10; B7ZL02; Q15497; Q569K7; Q86TC8; Q86T48; B7Z8G8; G3XAE8; E7EWS6; A8KAB1; B4DKR5; KEGG::4604
90723	Q96BW1	RP11-311P8.3; UPRT	Uracil phosphoribosyltransferase homolog	139596	Q96BW1,A8; Q68DN0; Q96MW2; Q5JRL1; Q5JRL3; A8KAF9; KEGG::139596
90722	A8KAD5; Q9H0X9	OSBPL5	Oxysterol-binding protein-related protein 5	114879	Q8N596; A6NJS8; A6NDP0; Q9BZB0; Q9P1Z4; Q54A90; KEGG::114879
90729	Q9NZI7	UBP1	Upstream-binding protein 1	7342	Q68CT0; Q86Y57; Q9UD78; Q9UD76; A8KAN5; A8KAN5,Q9; Q9H8V0; KEGG::7342
194825	Q5SYC1	CLVS2	Clavesin-2	134829	Q5SYC0; B4DHL0; C8UZT4; B3KTG5; KEGG::134829
355269	P00540	MOS	Proto-oncogene serine/threonine-protein kinase mos	4342	Q3KPG9; Q3KPH0; KEGG::4342
142433	P00813	ADA	Adenosine deaminase	100	Q6LA59; Q53F92; KEGG::100
530506	Q9ULL8	SHROOM4	Protein Shroom4	57477	Q96LA0; D6RFW0; A7E2X9; KEGG::57477
295087	Q9BUJ2	HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1	11100	Q7L8P4; Q6ZSZ0; Q8N6Z4; Q9HAL3; O76022; Q96G37; Q9UG75; B3KMW7; KEGG::11100
295083	P55795	HNRNPH2	Heterogeneous nuclear ribonucleoprotein H2	3188	Q9HHA7; A1L400; KEGG::3188
2673194	C9JYE9	E2F5	-	-	-
98137	Q8WVM0	TFB1M	Dimethyladenosine transferase 1, mitochondrial	51106	Q05DR0; Q9Y384; E5KTM5; KEGG::51106
308612	Q6PI98	INO80C	INO80 complex subunit C	125476	B4DUI4; Q86WR1; E9PCS7; Q8N994; KEGG::125476
308610	Q9C086	INO80B	INO80 complex subunit B	83444	KEGG::83444
308616	Q53TQ3	INO80D	INO80 complex subunit D	54891	Q6PJC6; Q6PJU1; Q9NXD5; B9EG77,Q5; B3KU68; Q6PKA1; B9EG77; KEGG::54891
196350	Q86WW8	COA5	Cytochrome c oxidase assembly factor 5	493753	KEGG::493753
196356	Q5JTJ3	COA6	Cytochrome c oxidase assembly factor 6 homolog	388753	Q5JTJ4; Q8TA88; Q5JTJ2; KEGG::388753
560111	O14746	TERT	Telomerase reverse transcriptase	7015	O14783; Q2XS35; Q8NG46; Q8N6C3; O14746,Q8; KEGG::7015
175495	Q6PGQ7	BORA	Protein aurora borealis	79866	Q9H640; Q5W0P3; Q96IW9; Q5W0P4; Q86YC6; KEGG::79866
402125	Q9BRX2	PELO	Protein pelota homolog	53918	Q9GZS6; Q9Y306; KEGG::53918
47603	Q9UKU0	ACSL6	Long-chain-fatty-acid--CoA ligase 6	23305	B4DFW3; O94924; J3KPG3; Q108N0; Q86TN7; Q4G191,Q9; O95829; B2RB13; Q108M9; KEGG::23305
535843	P51688	SGSH	N-sulphoglucosamine sulphohydrolase	6448	A8K5E2; KEGG::6448
289643	Q7RTX8	HIN1L	Putative HIN1-like protein	-	-
2735464	Q8WUS9	SNX22	-	-	-
75939	Q96AY3	DKFZp666D193; FKBP10	Peptidyl-prolyl cis-trans isomerase FKBP10	60681	Q9H3N3; Q9H6N5; Q7Z3R4; Q658U4,Q9; Q658U4; Q9UF89; Q8NAG5; KEGG::60681
93203	Q9NX70	IXL; MED29	Mediator of RNA polymerase II transcription subunit 29	55588	B4DUA7; Q9NTF4; B4DUA7,Q9; Q5XX09; KEGG::55588
593384	P01282	VIP	VIP peptides; Intestinal peptide PHV-42; Intestinal peptide PHM-27; Vasoactive intestinal peptide	7432	Q5TCY8; Q5TCY9; Q96QK3; KEGG::7432
86898	P52292	KPNA2	Importin subunit alpha-2	3838	B9EJD6; Q9BRU5; P52292,Q7; Q53YE3; Q7Z726; KEGG::3838
98552	Q5VU65	DKFZp434E2118; NUP210L	Nuclear pore membrane glycoprotein 210-like	91181	E7EP56; Q6ZRT4; Q6ZU81; Q8NDI6; Q5T4L7; Q6ZRN1; Q9UF31; KEGG::91181
91419	Q8WUN7	DC-UbP; UBTD2	Ubiquitin domain-containing protein 2	92181	B2R886; B3KMW8; Q8TDQ3; KEGG::92181
408959	O15162	PLSCR1	Phospholipid scramblase 1	5359	B2R8H8; KEGG::5359
570278	Q9BYV2	TRIM54	Tripartite motif-containing protein 54	57159	Q53SY4; Q9BYV3; A5D8T7; KEGG::57159
246352	C9JLW8	FAM195B	Protein FAM195B	348262	Q6ZUL0; KEGG::348262
570276	Q9BSJ1	TRIM51	Tripartite motif-containing protein 51	84767	A6NMG2; KEGG::84767
246356	Q6ZSG2	FAM196A	Protein FAM196A	642938	B2RNT4; KEGG::642938
246358	A6NMK8	FAM196B	Protein FAM196B	100131897	KEGG::100131897
570270	P0CI25	TRIM49	Tripartite motif-containing protein 49	57093	A0AVR7; Q6DJV1; Q9NS80; A0AVR9; KEGG::57093
337308	P01721	-	Ig lambda chain V-VI region AR	-	-
337309	P01722	-	Ig lambda chain V-VI region NIG-48	-	-
248308	Q9BQ06; Q9BXW9	FANCD2	Fanconi anemia group D2 protein	2177	Q9H9T9; Q2LA86; Q6PJN7; Q69YP9; KEGG::2177
2719676	Q13784	APOA4	-	-	-
2727238	Q5T8A0	MRPS2	-	-	-
302757	P50213	IDH3A	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	3419	D3DW83; Q9H3X0; KEGG::3419
415896	Q9NQX0	PRDM6	Putative histone-lysine N-methyltransferase PRDM6	93166	Q9NQW9; B5MCJ4; KEGG::93166
415893	Q9NQX1	PRDM5	PR domain zinc finger protein 5	11107	Q6NXQ7; Q0VAJ0; KEGG::11107
522114	Q96FQ6	S100A16	Protein S100-A16	140576	A8K439; Q5RHS6; D3DV52; KEGG::140576
208905	Q53TN4	CYBRD1	Cytochrome b reductase 1	79901	Q6P147; B4DWD7; Q6KC17; Q6ZR51; Q9H0Q8; B2RE79; Q9H5G5; Q6KC16; KEGG::79901
632996	Q9BWQ6	YIPF2	Protein YIPF2	78992	KEGG::78992
582810	Q9Y5K5	UCHL5	Ubiquitin carboxyl-terminal hydrolase isozyme L5	51377	Q9P0I3; Q5LJA7; Q5LJA6; Q9UQN2; Q96BJ9; Q9H1W5; Q8TBS4; KEGG::51377
170250	Q8NBF6	AVL9	Late secretory pathway protein AVL9 homolog	23080	Q92573; KEGG::23080
633124	A6NMP4	-	Uncharacterized PRO1102-like protein LOC100132418	-	-
241958	P29322	EPHA8	Ephrin type-A receptor 8	2046	Q9P269; Q8IUX6; Q6IN80; P29322,Q8; Q9NUA9; KEGG::2046
264382	P50151	GNG10	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10	2790	Q3B7K2; Q4VC27; KEGG::2790
218883	O75398	DEAF1	Deformed epidermal autoregulatory factor 1 homolog	10522	O75511; O75510; O75399; O75513; A8K1F8; C7T5V5; O75512; A8K5R8; O15152; Q9UET1; KEGG::10522
635384	Q6ZUQ5	-	Putative uncharacterized protein FLJ43447	-	-
405418	Q96PD5	PGLYRP2	N-acetylmuramoyl-L-alanine amidase	114770	Q9UC60; Q96N74; A8K8C7; B2RMZ2; Q68CK1; KEGG::114770
177703	Q9H246	C1orf21	Uncharacterized protein C1orf21	81563	B2R551; KEGG::81563
177709	Q9BV19	C1orf50	Uncharacterized protein C1orf50	79078	KEGG::79078
52214	O43861	ATP9B; DKFZp434A042; DKFZp686H2093	Probable phospholipid-transporting ATPase IIB	374868	O60872; Q08AD8; Q08AD9; Q69YZ7; B3KSI8; Q7Z3J4; KEGG::374868
405415	O75594	PGLYRP1	Peptidoglycan recognition protein 1	8993	Q4VB36; KEGG::8993
392079	Q8NH18	OR5J2	Olfactory receptor 5J2	282775	Q6IEU5; KEGG::282775
392078	Q13606	OR5I1	Olfactory receptor 5I1	10798	Q6IEU4; KEGG::10798
63659	Q96LI9	CXorf58	Putative uncharacterized protein CXorf58	254158	B7ZLS7; KEGG::254158
260057	P51114	FXR1	Fragile X mental retardation syndrome-related protein 1	8087	Q7Z450; A8K9B8; Q8N6R8; KEGG::8087
392071	Q8NGK9	OR5D16	Olfactory receptor 5D16	390144	Q6IF65; Q96RB4; KEGG::390144
392070	Q8NGL3	OR5D14	Olfactory receptor 5D14	219436	Q6IF69; Q6IFD4; Q96RB5; KEGG::219436
392073	O95221	OR5F1	Olfactory receptor 5F1	338674	Q495D1; Q6IFB9; KEGG::338674
392075	A6NKK0	OR5H1	Olfactory receptor 5H1	26341	KEGG::26341
392074	P0C626	OR5G3	Olfactory receptor 5G3	-	-
392077	Q8NGV6	OR5H6	Olfactory receptor 5H6	79295	Q6IF88; KEGG::79295
392076	Q8NGV7	OR5H2	Olfactory receptor 5H2	79310	Q6IF87; KEGG::79310
159035	A6NEK1	ARRDC5	Arrestin domain-containing protein 5	645432	KEGG::645432
438697	Q8NC74	RBBP8NL	RBBP8 N-terminal-like protein	140893	Q9BR75; Q9H0Y9; B2RP98; Q8N4Z9; KEGG::140893
639788	Q9NUE0	ZDHHC18	Palmitoyltransferase ZDHHC18	84243	Q9H020; Q5JYH0; A6NHY9; KEGG::84243
217162	Q5T1A1	DCST2	DC-STAMP domain-containing protein 2	127579	Q96M03; Q2M2R2; Q8N810; KEGG::127579
212924	Q9NYF0	DACT1	Dapper homolog 1	51339	Q86TY0; A8MYJ2; KEGG::51339
639787	Q8IUH5	ZDHHC17	Palmitoyltransferase ZDHHC17	23390	B4DR39; Q9UPZ8; Q86YK0; O75407; Q86W89; Q9P088; Q7Z2I0; KEGG::23390
212927	Q5SW24	DACT2	Dapper homolog 2	168002	Q569G0; Q2NKJ2; Q8WYW2; KEGG::168002
350946	Q9H306	MMP27	Matrix metalloproteinase-27	64066	Q6UWK6; KEGG::64066
350945	Q9NRE1	MMP26	Matrix metalloproteinase-26	56547	Q9NR87; Q9GZS2; Q3MJ78; KEGG::56547
639784	Q969W1	ZDHHC16	Probable palmitoyltransferase ZDHHC16	84287	Q5JTH0; Q8N4Z6; D3DR54; Q8WY84; D3DR52; D3DR53; Q5JTG7; Q9BSV3; KEGG::84287
350943	Q9NPA2	MMP25	Matrix metalloproteinase-25	64386	Q9H3Q0; D3DUA8; KEGG::64386
350948	Q9H239	MMP28	Matrix metalloproteinase-28	79148	Q96F04; Q96TE2; KEGG::79148
415289	Q5VV67	PPRC1	Peroxisome proliferator-activated receptor gamma coactivator-related protein 1	23082	Q6P3W1; Q6P3U5; Q9Y4E0; Q9BUJ3; Q76N31; Q5VV66; Q9BZE5; KEGG::23082
91792	Q7Z698	SPRED2	Sprouty-related, EVH1 domain-containing protein 2	200734	Q2NKX6; D6W5F7; B3KPL5; E9PEP0; A1L3V4; B7Z5K7; Q7Z698,B3; KEGG::200734
2728811	Q6FHH6	LANCL1	-	-	-
640664	Q6NX49	ZNF544	Zinc finger protein 544	27300	A8K6J1; Q9UEX4; KEGG::27300
203841	Q8WXF5	CRYGN	Gamma-crystallin N	155051	Q496G6; KEGG::155051
203844	P24387	CRHBP	Corticotropin-releasing factor-binding protein	1393	Q53F32; Q6FHT5; KEGG::1393
2736041	Q96AF5	ZNF446	-	-	-
2736042	Q96AG6	HEATR7A	-	-	-
531334	Q15477	SKIV2L	Helicase SKI2W	6499	Q15476; Q9NPK3,Q1; O15005; Q12902; Q9NPK3; Q5ST66; KEGG::6499
99685	Q01658	DKFZp666G145; DR1	Protein Dr1	1810	Q658N3; Q01658,Q6; KEGG::1810
99680	B1AKG1; Q86T75; Q5RGN0	NBPF11; NBPF24	Neuroblastoma breakpoint family member 11	200030; 728912	B7Z7R4; F6WGW4; KEGG::200030; KEGG::728912
384413	Q96RS6	NUDCD1	NudC domain-containing protein 1	84955	Q4G130; Q96SI4; Q8NDQ5; Q9BVR5; Q8NG18; B4DVX6; KEGG::84955
384416	Q8WVJ2	NUDCD2	NudC domain-containing protein 2	134492	B2R4V0; KEGG::134492
381878	Q5PT55	SLC10A5	Sodium/bile acid cotransporter 5	347051	B2RN26; KEGG::347051
394042	P41231	P2RY2	P2Y purinoceptor 2	5029	Q96EM8; B2R9W3; KEGG::5029
430691	Q6DKI7	PVRIG	Transmembrane protein PVRIG	79037	D6W5U9; Q9BVK3; KEGG::79037
196218	A6NMZ7	COL6A6	Collagen alpha-6(VI) chain	131873	Q69YT0; A7DZQ1; A7DZQ0; A7DZQ2; KEGG::131873
2730050	Q6PJM5	CALD1	-	-	-
565459	Q9UNS1	TIMELESS	Protein timeless homolog	8914	Q8IWH3; B2ZAV0; O94802; Q86VM1; KEGG::8914
338969	Q9UNF1	MAGED2	Melanoma-associated antigen D2	10916	Q9UM52; Q8NAL6; O76058; Q5BJF3; Q9P0U9; A6NMX0; Q9H218; KEGG::10916
541713	Q8TC36	SUN5	SUN domain-containing protein 5	140732	A6NJ82; Q5T9R0; KEGG::140732
541710	Q8TAQ9	SUN3	SUN domain-containing protein 3	256979	Q7Z4U8; Q4F965; A4D2F3; D3DVM3; KEGG::256979
350124	Q8N4C8	MINK1	Misshapen-like kinase 1	50488	Q5U8Z0; Q9P2R8; Q9P1X1; D3DTK4; D3DTK3; Q5U8Z0,Q8; KEGG::50488
350127	Q9UNW1	MINPP1	Multiple inositol polyphosphate phosphatase 1	9562	F5H683; Q59EJ2; Q9UGA3; O95172; O95286; KEGG::9562
2725760	Q5JR95	RPS8	-	-	-
75412	Q969P5	FBXO32	F-box only protein 32	114907	I6L984; A4KYM0; Q498Y9; Q0VAQ6,Q9; Q0VAQ6; KEGG::114907
75410	Q9NVF7	FBXO28	F-box only protein 28	23219	E9PEM8; O75070; KEGG::23219
75414	Q8NEA4	FBXO36	F-box only protein 36	130888	Q53TE6; Q8WWD4; B3KVQ6; KEGG::130888
75415	Q9UK99	FBXO3	F-box only protein 3	26273	D3DR05; Q9UK99,Q4; B3KY16; Q49AF1; Q9NUX2; Q9H0V2; Q86X90; KEGG::26273
566401	Q2WGJ8	TMEM249	Transmembrane protein 249	340393	KEGG::340393
430692	Q15223	PVRL1	Poliovirus receptor-related protein 1	5818	O75465; Q2M3D3; Q9HBW2; Q9HBE6; KEGG::5818
108806	Q9P0U3	DKFZp686L1432; DKFZp686P15142; SENP1	Sentrin-specific protease 1	29843	Q86XC8; Q6N001,Q9; Q7Z3G1; Q6N001; A8K7P5; KEGG::29843
535784	O75940	SMNDC1	Survival of motor neuron-related-splicing factor 30	10285	B2RA27; Q5T3K6; D3DRB1; KEGG::10285
357471	Q9BWK5	MRI	Modulator of retrovirus infection homolog	78996	Q6NWZ4; Q6ZNR5; KEGG::78996
194755	Q96NS8	CLUHP3	Putative protein CLUHP3	-	Q9BW88
320266	Q2KJY2	KIF26B	Kinesin-like protein KIF26B	55083	Q6ZQR9; Q8IUN3; Q9NWB4; Q6ZUZ0; Q8IVR1; KEGG::55083
89919	Q02750	MAP2K1	Dual specificity mitogen-activated protein kinase kinase 1	5604	A4QPA9; Q02750,A4; KEGG::5604
99111	Q12965	MYO1E	Unconventional myosin-Ie	4643	Q4KMR3; Q14778; Q12965,Q4; KEGG::4643
99113	O00160	MYO1F; MYO1F variant protein	Unconventional myosin-If	4542	Q4LE34; Q8WWN7; KEGG::4542
273807	Q5TA50	GLTPD1	Glycolipid transfer protein domain-containing protein 1	80772	Q7L5A4; Q4G0E6; KEGG::80772
335670	Q9Y608	LRRFIP2	Leucine-rich repeat flightless-interacting protein 2	9209	Q68CV3; A8K649; Q9NXH5; Q9Y608,A8; KEGG::9209
335674	Q38SD2	LRRK1	Leucine-rich repeat serine/threonine-protein kinase 1	79705	Q6ZNL9; Q6ZNM9; Q6NYC0; Q6NVH5; Q9H5S3; Q96JN5; KEGG::79705
302615	P54105	CLNS1A	Methylosome subunit pICln	1207	Q0VDK6; Q9NRD2; Q9NRD3; B2RCS9; KEGG::1207
566679	Q13445	TMED1	Transmembrane emp24 domain-containing protein 1	11018	KEGG::11018
566670	Q6UWJ1	TMCO3	Transmembrane and coiled-coil domain-containing protein 3	55002	Q8TCI6; Q5JSB1; Q96EA6; Q6NUN1; Q9NWT2; Q8NG29; KEGG::55002
566675	Q96DC7	TMCO6	Transmembrane and coiled-coil domain-containing protein 6	55374	Q9BUU0; Q9P198; KEGG::55374
246571	P23610	F8A1; F8A2; F8A3	Factor VIII intron 22 protein	8263; 474383; 474384	Q5HY66; Q8IXP3; KEGG::474383; KEGG::8263; KEGG::474384
444689	P78509	RELN	Reelin	5649	A4D0P9; A4D0Q0; P78509,A4; Q86UJ8; Q8NDV0; Q9UDQ2; Q86UJ0; KEGG::5649
347241	A6NFX1	MFSD2B	Major facilitator superfamily domain-containing protein 2B	388931	B5MC32; KEGG::388931
92589	Q9HCC9	ZFYVE28	Lateral signaling target protein 2 homolog	57732	E9PB54; B7Z2G9; E9PB64; E9PG77; B7ZB19; B7Z2M2; B2RP83; Q7Z6J3; B7Z1Q7; B3KX50; KEGG::57732
108799	Q07157	DKFZp686A1195; TJP1	Tight junction protein ZO-1	7082	Q6MZU1,Q0; B4E3K1; Q2NKP3; Q4ZGJ6; Q6MZU1; KEGG::7082
108798	Q9NXG2	THUMPD1	THUMP domain-containing protein 1	55623	Q9BWC3; Q6MZT3; KEGG::55623
189876	Q9Y259	CHKB	Choline/ethanolamine kinase	1120	A0PJM6; Q13388; Q9Y259,A0; KEGG::1120
189874	P35790	CHKA	Choline kinase alpha	1119	Q8NE29; KEGG::1119
108793	P35442	DKFZp686G02190; THBS2	Thrombospondin-2	7058	A6H8N1; P35442,Q6; Q6MZL6; A7E232; Q5RI52; KEGG::7058
108795	Q8WXH0	DKFZp686M09200; SYNE2	Nesprin-2	23224	Q8N1S3; Q8NF49; Q8TER7; Q8WWW4; Q8WWW5; Q8WWW3; Q8WXH0,Q6; Q9Y4R1; Q540G1; Q9NU50; Q9Y2L4; Q6MZP0; Q9UFQ4; Q8WXH1; KEGG::23224
108794	Q8N3U4	DKFZp686C21148; DKFZp686I05169; STAG2	Cohesin subunit SA-2	10735	D3DTF5; Q5JTI6; O00540; Q68DE9; Q8N3U4,Q6; B1AMT5; Q6MZP3; Q9H1N8; Q6MZM3; KEGG::10735
569526	Q5T6R2	TPTE2P1	Putative phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2P1	-	B3KST4; B4DMH9
569528	Q6XPS3	TPTE2	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2	93492	B1AQ16; A8MX64; Q8WWL5; Q8WWL4; A1A4X0; Q5VUH2; KEGG::93492
555785	Q69YZ2	TMEM200B	Transmembrane protein 200B	399474	Q6P2G8; Q6P2Q5; KEGG::399474
555786	A6NKL6	TMEM200C	Transmembrane protein 200C	645369	KEGG::645369
2720073	Q15515	SPRR2C	-	-	-
637759	Q6UXR8	-	Putative uncharacterized protein UNQ6493/PRO21345	-	-
274114	Q6IB77	GLYAT	Glycine N-acyltransferase	10249	O14833; Q96QK7; KEGG::10249
524622	Q9NY72	SCN3B	Sodium channel subunit beta-3	55800	Q17RL3; Q9ULR2; A5H1I5; KEGG::55800
524625	P35499	SCN4A	Sodium channel protein type 4 subunit alpha	6329	Q16447; Q7Z6B1; Q15478; KEGG::6329
537310	Q9H3Y6	SRMS	Tyrosine-protein kinase Srms	6725	KEGG::6725
250449	P12314	FCGR1A	High affinity immunoglobulin gamma Fc receptor I	2209	P12315; Q92495; Q92663; Q5QNW7; KEGG::2209
250448	Q9Y6R7	FCGBP	IgGFc-binding protein	8857	O95784; KEGG::8857
91573	A1YPR0	ZBTB7C	Zinc finger and BTB domain-containing protein 7C	201501	B2RG49; O73453; KEGG::201501
91572	Q9H0H5	RACGAP1	Rac GTPase-activating protein 1	29127	Q9P250; Q9NWN2; B2RE34; Q6PJ26; Q9P2W2; Q9H0H5,B2; KEGG::29127
91570	Q969G6	RFK	Riboflavin kinase	55312	Q9NUT7; B2RDZ2; Q5JSG9; KEGG::55312
91579	Q8IVJ1	SLC41A1	Solute carrier family 41 member 1	254428	Q658Z5; Q63HJ4; Q6MZK2; B3KWH2; B2RMP2; Q659A4; KEGG::254428
591887	O95231	VENTX	Homeobox protein VENTX	27287	Q32MZ3; KEGG::27287
186527	Q9BU64	CENPO	Centromere protein O	79172	D6W536; Q53T55; B2RDC0; Q96JV3; KEGG::79172
530678	Q9NR45	NANS	Sialic acid synthase	54187	Q9NVD4; B2RE98; Q9BWS6; Q8WUV9; KEGG::54187
136222	Q5TYW2	ANKRD20A1	Ankyrin repeat domain-containing protein 20A1	84210	Q9H0H6; KEGG::84210
136223	Q5SQ80	ANKRD20A2	Ankyrin repeat domain-containing protein 20A2	441430	KEGG::441430
136224	Q5VUR7	ANKRD20A3	Ankyrin repeat domain-containing protein 20A3	441425	KEGG::441425
136225	Q4UJ75	ANKRD20A4	Ankyrin repeat domain-containing protein 20A4	728747	KEGG::728747
136226	A0PJZ0	ANKRD20A5P	Putative ankyrin repeat domain-containing protein 20A5	-	Q4G1B6
598569	Q6PP77	XKRX	XK-related protein 2	402415	B4DKU2; Q5H9J6; B2RNN6; KEGG::402415
101647	Q86VP3	PACS2	Phosphofurin acidic cluster sorting protein 2	23241	Q6P191; G8JLK3; Q96FL7; Q86VP3,Q8; O60342; A2VDJ9; KEGG::23241
275648	P01148	GNRH1	Progonadoliberin-1; Gonadoliberin-1; GnRH-associated peptide 1	2796	A0AVP0; KEGG::2796
92684	O94818	NOL4	Nucleolar protein 4	8715	B4DSQ0; F5H1E3; B7Z3Z7; Q9BWF1; Q6IBS2; B4DLW2; KEGG::8715
190764	C9J069	C9orf172	Uncharacterized protein C9orf172	389813	KEGG::389813
425128	P41222	PTGDS	Prostaglandin-H2 D-isomerase	5730	Q9UC22; Q7M4P3; Q9UCC9; Q5SQ10; Q9UCD9; B2R727; KEGG::5730
92002	O15466	ST8SIA5	Alpha-2,8-sialyltransferase 8E	29906	Q6IAW7; B3KSU2; KEGG::29906
92000	Q14123	PDE1C	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C	5137	Q8NB10; B3KPC6; Q14124; B3KSS6; E9PE92; KEGG::5137
177090	Q86Z23	C1QL4	Complement C1q-like protein 4	338761	KEGG::338761
177091	Q9NPY3	CD93	Complement component C1q receptor	22918	O00274; KEGG::22918
177094	O75973	C1QL1	C1q-related factor	10882	KEGG::10882
177095	Q9BXJ1	C1QTNF1	Complement C1q tumor necrosis factor-related protein 1	114897	Q96NF2; Q9GZR4; KEGG::114897
142294	O14672	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	102	Q10742; Q92650; KEGG::102
264365	O14775	GNB5	Guanine nucleotide-binding protein subunit beta-5	10681	Q9HAU9; Q9UFT3; KEGG::10681
308980	Q9NVR2	INTS10	Integrator complex subunit 10	55174	Q7L538; Q9H3W8; Q6IA93; Q7L8C8; KEGG::55174
317331	Q9H2S1	KCNN2	Small conductance calcium-activated potassium channel protein 2	3781	A6NF94; Q9H2S1,Q6; Q6PJI0; Q0VFZ4; KEGG::3781
